2023-04-17 23-32-24 top info:
Tasks: 750 total,   4 running, 744 sleeping,   0 stopped,   2 zombie
  Mem:  7703324K total,  7035380K used,   667944K free,   5562368 buffers
 Swap:  4194304K total,         0 used,  4194304K free,  2652972K cached
800%cpu 157%user   3%nice 267%sys 373%idle   0%iow   0%irq   0%sirq   0%host
   PID USER         PR  NI VIRT  RES  SHR S[%CPU] %MEM     TIME+ ARGS
  8771 u0_a264      20   0 6.3G 137M 114M S  2.7   1.8   1:01.19 com.xunmeng.pinduoduo:titan
  2878 radio        20   0 6.3G 130M 108M S  2.7   1.7   0:51.73 com.android.phone
   654 system       20   0 2.1G 7.6M 6.0M S  2.7   0.1   0:07.94 vendor.mediatek.hardware.mtkpower@1.0-service
   511 system       20   0 2.0G 6.2M 4.9M S  2.7   0.0   0:36.64 servicemanager
   509 logd         18  -2 2.2G  15M 3.6M S  2.7   0.2   1:35.33 logd
   372 root         20   0    0    0    0 D  2.7   0.0   0:30.31 [ipi_cpu_dvfs_rt]
 15239 u0_a382      20   0    0    0    0 Z  0.0   0.0   0:00.03 [work_thread]
 15120 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/2:4]
 14888 u0_a382      20   0    0    0    0 Z  0.0   0.0   0:00.03 [work_thread]
 14859 root         20   0    0    0    0 I  0.0   0.0   0:00.05 [kworker/1:4]
 14785 root         20   0    0    0    0 I  0.0   0.0   0:00.26 [kworker/3:2]
 14668 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/5:3]
 14549 root         20   0    0    0    0 I  0.0   0.0   0:00.39 [kworker/2:2]
 14524 root         20   0    0    0    0 I  0.0   0.0   0:00.14 [kworker/5:0]
 14476 u0_a144      20   0 5.2G 121M 103M S  0.0   1.6   0:00.60 com.vivo.musicwidgetmix
 14432 root         20   0    0    0    0 I  0.0   0.0   0:00.99 [kworker/2:0]
 14283 root         20   0    0    0    0 I  0.0   0.0   0:00.30 [kworker/1:2]
 14128 shell        20   0 2.0G 3.6M 2.9M S  0.0   0.0   0:00.74 logcat -v threadtime -b all
 14096 u0_a382      20   0    0    0    0 Z  0.0   0.0   0:00.05 [ZIDThreadPoolEx]
 14044 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 14014 u0_a382      20   0    0    0    0 Z  0.0   0.0   0:00.04 [work_thread]
 14008 u0_a382      20   0    0    0    0 Z  0.0   0.0   0:00.01 [work_thread]
 13955 u0_a382      20   0 6.2G 135M 110M S  0.0   1.7   0:02.28 com.yiyitech.powerex:channel
 13814 root         20   0    0    0    0 I  0.0   0.0   0:01.30 [kworker/0:1]
 13700 root         20   0    0    0    0 I  0.0   0.0   0:00.90 [kworker/4:2]
 13611 root         20   0    0    0    0 I  0.0   0.0   0:00.69 [kworker/1:1]
 13552 root         20   0    0    0    0 I  0.0   0.0   0:01.26 [kworker/u16:1]
 13436 root         20   0    0    0    0 I  0.0   0.0   0:00.02 [kworker/6:0]
 13412 u0_a378      20   0 5.3G 107M  84M D  0.0   1.4   0:02.05 com.geega.livan.livan
 13384 u0_a127      20   0 5.0G  86M  71M S  0.0   1.1   0:00.22 com.vivo.vivo3rdalgoservice
 13370 root          0 -20    0    0    0 I  0.0   0.0   0:08.85 [kworker/u17:0]
 13342 u0_a140      20   0 5.8G 105M  87M S  0.0   1.3   0:00.48 com.android.camera
 12979 root         20   0    0    0    0 I  0.0   0.0   0:00.29 [kworker/5:1]
 12557 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/1:3]
 12500 root         20   0    0    0    0 I  0.0   0.0   0:01.03 [kworker/3:1]
 12489 root         20   0    0    0    0 I  0.0   0.0   0:00.74 [kworker/u16:0]
 12452 root         20   0    0    0    0 I  0.0   0.0   0:01.40 [kworker/1:0]
 12425 root          0 -20    0    0    0 I  0.0   0.0   0:14.84 [kworker/u17:3]
 12424 root          0 -20    0    0    0 I  0.0   0.0   0:14.98 [kworker/u17:1]
 12356 root         20   0    0    0    0 I  0.0   0.0   0:02.25 [kworker/4:0]
 12328 root         20   0    0    0    0 I  0.0   0.0   0:00.53 [kworker/2:1]
 12274 u0_a382      20   0    0    0    0 Z  0.0   0.0   0:00.07 [work_thread]
 12238 u0_a382      20   0    0    0    0 Z  0.0   0.0   0:00.05 [ZIDThreadPoolEx]
 12168 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 11985 root         20   0    0    0    0 I  0.0   0.0   0:00.72 [kworker/3:0]
 11937 root         20   0    0    0    0 I  0.0   0.0   0:00.03 [kworker/7:1]
 11912 root         20   0    0    0    0 I  0.0   0.0   0:00.01 [kworker/6:2]
 11661 root         20   0    0    0    0 I  0.0   0.0   0:00.99 [kworker/0:3]
 10500 system       20   0 5.0G  82M  69M S  0.0   1.0   0:00.18 com.iqoo.powersaving
  9513 u0_a172      20   0 5.0G  79M  64M S  0.0   1.0   0:00.40 com.google.android.configupdater
  9150 u0_a174      20   0 5.1G  87M  73M S  0.0   1.1   0:00.16 com.google.process.gapps
  8436 system       20   0 5.1G  86M  71M S  0.0   1.1   0:00.13 com.vivo.car.networking:vivopermisson
  8380 system       20   0 5.5G 108M  90M S  0.0   1.4   0:01.18 com.vivo.car.networking
  8365 root         20   0    0    0    0 I  0.0   0.0   0:00.02 [kworker/7:0]
  8347 root         20   0    0    0    0 I  0.0   0.0   0:00.49 [kworker/5:2]
  8295 root         20   0    0    0    0 I  0.0   0.0   0:00.51 [kworker/2:3]
  7167 u0_a160      20   0 5.6G 120M 103M S  0.0   1.6   0:01.48 com.bbk.appstore
  5836 u0_a103      20   0 5.3G 105M  88M S  0.0   1.3   0:02.17 com.iqoo.secure
  5568 u0_a52       20   0 5.1G  88M  72M S  0.0   1.1   0:00.37 com.android.packageinstaller
  5324 root         20   0    0    0    0 I  0.0   0.0   0:03.89 [kworker/3:3]
  5212 u0_a94       20   0 5.0G  98M  84M S  0.0   1.3   0:02.24 com.vivo.cipherchain
  4837 root         20   0 2.0G 3.6M 2.8M S  0.0   0.0   0:00.41 iptables-restore --noflush -w -v
  4719 root         20   0 2.0G 3.7M 2.9M S  0.0   0.0   0:00.31 ip6tables-restore --noflush -w -v
  4366 u0_a214      20   0 5.7G 117M 100M S  0.0   1.5   0:04.52 com.vivo.game
  4324 u0_a99       20   0 5.2G  85M  74M S  0.0   1.1   0:00.83 com.vivo.aiservice:ir
  4294 system       20   0 5.1G  86M  74M S  0.0   1.1   0:00.25 com.vivo.gamecube
  4173 u0_a92       20   0 5.0G  81M  69M S  0.0   1.0   0:00.21 com.vivo.deformer
  3830 u0_a79       20   0 5.0G  89M  74M S  0.0   1.1   0:00.45 com.android.documentsui
  3811 root          0 -20    0    0    0 I  0.0   0.0   0:20.51 [kworker/u17:5]
  2440 u0_a65       20   0 5.2G 101M  85M S  0.0   1.3   0:00.96 android.process.media
  2318 u0_a196      20   0 5.0G  67M  57M S  0.0   0.8   0:00.11 com.vivo.timerwidget
  2223 u0_a154      20   0 5.1G  85M  74M S  0.0   1.1   0:00.22 com.vivo.widget.gallery
  2144 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
  1942 u0_a158      20   0 6.2G 152M 134M S  0.0   2.0   0:02.55 com.vivo.hiboard
  1908 u0_a126      20   0 5.5G 120M 103M S  0.0   1.5   0:05.51 com.vivo.globalsearch
  1760 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
   747 u0_a129      20   0 5.2G 107M  92M S  0.0   1.4   0:00.71 com.bbk.theme
   615 u0_a90       20   0 5.0G  78M  66M S  0.0   1.0   0:00.34 com.vivo.xspace
 32723 u0_a159      20   0 7.7G 272M 227M S  0.0   3.6   0:43.18 com.bbk.launcher2
 32696 system       20   0 6.3G 123M 108M S  0.0   1.6   0:06.05 com.vivo.assistant
 32146 u0_a71       20   0  37G 9.4M 9.4M S  0.0   0.1   0:00.28 libweexjsb.so 316 317 1 /data/user/0/com.vivo.browser/app_crash/crash_dump.log
 31840 u0_a204      20   0 5.2G  93M  81M S  0.0   1.2   0:00.58 com.vivo.puresearch
 31112 u0_a242       0 -20 7.3G 167M 152M S  0.0   2.2   0:15.20 com.eg.android.AlipayGphone
 31061 u0_a242      20   0 6.5G 141M 125M S  0.0   1.8   0:16.39 com.eg.android.AlipayGphone:push
 31029 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 30766 u0_a162      20   0 5.1G  98M  82M S  0.0   1.2   0:00.81 com.bbk.cloud
 30692 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 30631 u0_a154      20   0 5.5G 117M 102M S  0.0   1.5   0:03.87 com.vivo.gallery
 30484 u0_a174      20   0 5.5G 150M 129M S  0.0   1.9   0:01.57 com.google.android.gms.unstable
 30115 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [sugov:7]
 26607 system       20   0 5.2G  84M  78M S  0.0   1.1   0:00.45 com.android.bbklog
 25110 root         20   0    0    0    0 I  0.0   0.0   0:10.55 [kworker/u16:9]
 21556 system       20   0 5.4G 111M  98M S  0.0   1.4   0:02.43 com.vivo.aiengine:persona
 20983 u0_a174      20   0 5.2G 107M 100M S  0.0   1.4   0:00.82 com.google.android.gms.ui
 20896 system       20   0 5.1G  77M  69M S  0.0   1.0   0:00.24 com.android.keychain
 19738 root         20   0    0    0    0 I  0.0   0.0   0:09.87 [kworker/u16:6]
 19663 u0_a264      20   0 6.0G 131M 118M S  0.0   1.7   0:04.93 com.xunmeng.pinduoduo:lifecycle
 18987 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 17104 root          0 -20    0    0    0 I  0.0   0.0   0:00.91 [kworker/1:2H]
 16340 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [fs_suspend_syss]
 15390 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 15358 u0_a106      20   0 5.4G 130M 124M S  0.0   1.7   0:04.30 com.vivo.secime.service
 15291 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 13443 u0_a148      20   0 5.3G  84M  75M S  0.0   1.1   0:00.53 com.vivo.familycare.local
 10082 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
  9985 u0_i9001     20   0  10G 110M 100M S  0.0   1.4   0:03.08 com.vivo.browser:vivo_sandboxed_process0:org.chromium.content.app.VivoSandboxedProcessService0:0
  9930 u0_a177      20   0 1.4G  74M  66M S  0.0   0.9   0:00.63 com.google.android.webview:webview_service
  8879 system       20   0 2.0G 3.2M 2.5M S  0.0   0.0   0:00.08 wifi_dump
  8875 system       20   0 2.0G 3.3M 2.6M S  0.0   0.0   0:00.08 bt_dump
  8753 u0_a365      20   0 7.1G 152M 118M S  0.0   2.0   0:33.53 com.tencent.mm
  8699 u0_a365      20   0 7.3G 128M 112M S  0.0   1.7   0:39.26 com.tencent.mm:push
  8441 system       20   0 5.1G  80M  73M S  0.0   1.0   0:00.76 com.vivo.contentcatcher
  8298 system       20   0 5.1G  91M  81M S  0.0   1.2   0:04.59 com.vivo.contentcatcher:persist
  8118 system       20   0 5.0G  75M  71M S  0.0   0.9   0:00.20 com.vivo.audiofx
  7630 u0_a173      20   0 5.9G 130M 107M S  0.0   1.7   0:10.65 com.android.vending
  7565 u0_a67       20   0 5.5G 151M 137M S  0.0   2.0   0:23.24 com.android.permissioncontroller
  7269 system       20   0 5.0G  72M  68M S  0.0   0.9   0:00.16 com.iqoo.powersaving:daemon
  7218 bluetooth    20   0 5.5G 100M  88M S  0.0   1.3   0:03.15 com.android.vivo.tws.vivotws
  7139 system       20   0 5.2G  85M  78M S  0.0   1.1   0:00.29 com.vivo.voicewakeup
  6649 u0_a88       20   0 5.4G  96M  86M S  0.0   1.2   0:05.58 com.vivo.safecenter
  6629 u0_a103      20   0 6.0G 111M  96M S  0.0   1.4   0:20.32 com.iqoo.secure:remote
  6341 u0_a83       20   0 5.9G 238M 202M S  0.0   3.1   0:30.96 com.sohu.inputmethod.sogou.vivo
  6089 radio        20   0 5.4G 103M  92M S  0.0   1.3   0:02.96 com.vivo.devicereg
  5626 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
  5385 u0_a71       16  -4 7.6G 180M 164M S  0.0   2.3   0:24.46 com.vivo.browser
  4986 u0_a174      20   0 6.0G 156M 134M S  0.0   2.0   0:36.44 com.google.android.gms
  4829 u0_a174      20   0 5.2G  88M  77M S  0.0   1.1   0:05.85 com.google.process.gservices
  4715 u0_a72       20   0 5.3G 104M  86M S  0.0   1.3   0:08.00 com.amap.android.location
  4634 system       20   0 5.7G 107M  92M S  0.0   1.4   0:06.73 com.vivo.connbase
  4604 nfc          20   0 5.6G 153M 138M S  0.0   2.0   0:03.57 com.android.nfc
  4564 u0_a0        20   0 5.4G 110M  97M S  0.0   1.4   0:10.52 com.android.providers.media.module
  4409 system       20   0 2.0G 3.1M 2.5M S  0.0   0.0   0:00.12 batterywarning
  4403 root         20   0 2.0G 4.5M 3.7M S  0.0   0.0   0:00.12 atcid_vendor -socket
  4255 u0_a100      20   0 5.6G 106M  95M S  0.0   1.4   0:02.36 com.vivo.magazine
  4216 radio        20   0 5.1G  69M  65M S  0.0   0.9   0:00.12 com.volte.config
  4138 radio        20   0 5.4G  88M  81M S  0.0   1.1   0:01.02 com.mediatek.ims
  4113 u0_a174      20   0 5.8G 158M 126M S  0.0   2.1   0:23.31 com.google.android.gms.persistent
  4051 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
  4029 u0_a141      20   0 5.6G  96M  86M S  0.0   1.2   0:04.16 com.bbk.updater
  3701 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
  3592 u0_a141      20   0 5.1G  90M  84M S  0.0   1.2   0:00.70 com.bbk.updater:remote
  3485 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
  3413 system       20   0 5.1G  79M  71M S  0.0   1.0   0:00.19 com.vivo.doubleinstance
  3193 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [workqueue_task]
  3192 root         20   0    0    0    0 S  0.0   0.0   0:00.13 [bt_tx_ps]
  3189 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [dpidle_task]
  3102 system       20   0 5.3G 100M  87M S  0.0   1.3   0:01.30 com.vivo.gamecube:daemon
  3059 u0_a187      20   0 5.1G 116M 107M S  0.0   1.5   0:02.07 android.ext.services
  2984 system       20   0 5.1G  77M  70M S  0.0   1.0   0:00.22 com.vivo.smartunlock
  2952 system       20   0 5.8G  96M  84M S  0.0   1.2   0:34.62 com.vivo.sps:rms
  2835 system       20   0 5.4G  99M  84M S  0.0   1.3   0:04.15 com.vivo.gamewatch
  2800 system       20   0 6.0G 152M 135M S  0.0   2.0   0:11.15 com.vivo.upslide
  2772 secure_element 20 0 5.0G  67M  63M S  0.0   0.8   0:00.10 com.android.se
  2735 system       20   0 5.3G 128M 111M S  0.0   1.6   0:02.19 com.vivo.globalanimation
  2704 system       20   0 6.0G 120M 103M S  0.0   1.5   0:15.10 com.vivo.daemonService
  2659 system       20   0 6.4G 157M 109M S  0.0   2.0   2:11.85 com.vivo.aiengine
  2625 u0_a155      20   0 5.7G 112M  96M S  0.0   1.4   0:12.62 com.vivo.pushservice
  2593 system       20   0 5.4G  93M  81M S  0.0   1.2   0:02.55 com.vivo.epm
  2475 system       20   0 5.6G 118M  97M S  0.0   1.5   0:07.99 com.vivo.smartmultiwindow
  2474 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
  2434 system       20   0 5.0G  84M  76M S  0.0   1.1   0:01.81 com.vivo.fingerprintui:fingerprintui_public
  2390 system       20   0 5.7G 123M 101M S  0.0   1.6   0:34.68 com.vivo.pem
  2313 webview_zygote 20 0 1.8G  30M  29M S  0.0   0.4   0:00.19 webview_zygote
  2294 u0_a194      20   0 5.6G 148M 132M S  0.0   1.9   0:03.86 com.vivo.livewallpaper.ocean
  2240 system       20   0 5.3G  97M  85M S  0.0   1.2   0:01.72 com.vivo.vms
  2198 system       20   0 5.4G  90M  80M S  0.0   1.1   0:04.95 com.vivo.fingerprintui
  2098 u0_a142      20   0 5.6G  99M  86M S  0.0   1.3   0:09.15 com.bbk.iqoo.logsystem
  2010 u0_a62       20   0 7.4G 313M 238M S  0.0   4.1   4:41.38 com.android.systemui
  1966 bluetooth    20   0 6.0G 107M  99M S  0.0   1.4   0:08.89 com.android.bluetooth
  1933 system       20   0 7.0G 125M 100M S  0.0   1.6   0:23.85 com.vivo.abe
  1888 system       20   0 5.2G  82M  75M S  0.0   1.0   0:00.58 com.vivo.faceui
  1882 system       20   0 5.6G 100M  85M S  0.0   1.3   1:21.55 com.vivo.sps
  1881 wifi         20   0 2.0G  12M  11M S  0.0   0.1   0:02.82 wpa_supplicant -O/data/vendor/wifi/wpa/sockets -dd -g@android:wpa_wlan0
  1876 root         10 -10    0    0    0 S  0.0   0.0   1:00.57 [rx_thread]
  1875 root         10 -10    0    0    0 S  0.0   0.0   1:34.23 [hif_thread]
  1874 root         10 -10    0    0    0 S  0.0   0.0   1:17.98 [main_thread]
  1858 wifi         20   0 2.0G 6.7M 6.4M S  0.0   0.0   0:04.05 android.hardware.wifi@1.0-service-lazy
  1628 root         RT   0    0    0    0 S  0.0   0.0   0:00.07 [tcpc_event_type]
  1621 root         20   0    0    0    0 I  0.0   0.0   0:14.39 [kworker/u16:21]
  1456 radio        20   0 3.3G  14M  13M S  0.0   0.1   0:08.27 mtkfusionrild -l libmtk-ril.so
  1382 radio        20   0  39M 836K 836K S  0.0   0.0   0:04.14 gsm0710muxd -s /dev/ttyC0 -f 512 -n 8 -m basic
  1380 shell        20   0 2.1G 3.3M 3.3M S  0.0   0.0   0:00.41 emdlogger1
  1347 root         20   0    0    0    0 S  0.0   0.0   0:00.03 [rpmb_gp_Dci]
  1255 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
  1208 root         30  10    0    0    0 S  0.0   0.0   1:08.87 [zram0_wbd]
  1205 root         20   0    0    0    0 S  0.0   0.0   0:00.74 [file-storage]
  1204 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [wlan_rst_thread]
  1188 root         20   0    0    0    0 S  0.0   0.0   0:00.14 [mtk_wland_threa]
  1187 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [rx15_worker]
  1186 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [rx14_worker]
  1185 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [rx13_worker]
  1184 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [rx12_worker]
  1183 root         RT   0    0    0    0 S  0.0   0.0   0:00.42 [irq/468-gps_dma]
  1182 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [irq/467-gps_mb1]
  1172 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [rx11_worker]
  1171 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [irq/466-gps_nd1]
  1170 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [irq/465-gps_da1]
  1169 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [irq/464-gps_mb0]
  1167 root         RT   0    0    0    0 S  0.0   0.0   0:00.08 [irq/463-gps_nd0]
  1163 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [rx10_worker]
  1161 root         RT   0    0    0    0 S  0.0   0.0   0:00.16 [irq/462-gps_da0]
  1158 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [irq/27-gf]
  1154 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [rx9_worker]
  1153 root         20   0    0    0    0 S  0.0   0.0   0:00.83 [gps_kctrld]
  1151 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [rx8_worker]
  1142 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [fm_eint_wq]
  1139 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [fm_timer_wq]
  1134 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [rx7_worker]
  1084 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [rx6_worker]
  1083 system       20   0 2.1G 7.0M 6.8M S  0.0   0.0   0:00.18 vendor.vivo.hardware.biometrics.fingerprint@3.0-service
  1079 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [rx5_worker]
  1078 system       20   0 2.0G 6.1M 6.1M S  0.0   0.0   0:00.05 vendor.vivo.hardware.biometrics.face@2.0-service
  1076 system       20   0 2.0G 3.5M 3.5M S  0.0   0.0   0:00.02 netdagent
  1068 system       20   0 2.0G 6.7M 6.3M S  0.0   0.0   0:00.07 gatekeeperd /data/misc/gatekeeper
  1063 credstore    20   0 2.0G 7.2M 6.7M S  0.0   0.0   0:00.05 credstore /data/misc/credstore
  1059 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [rx4_worker]
  1054 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [rx3_worker]
  1053 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [rx2_worker]
  1051 mediacodec   20   0 2.2G  15M  15M S  0.0   0.2   0:00.44 media.swcodec oid.media.swcodec/bin/mediaswcodec
  1050 wifi         20   0 2.0G 2.4M 2.4M S  0.0   0.0   0:00.09 wlan_assistant
  1047 media        20   0  22M 5.3M 4.1M S  0.0   0.0   0:01.69 vpud -f
  1044 system       20   0 2.0G 4.4M 4.4M S  0.0   0.0   0:00.06 vendor.vivo.hardware.tam@1.0-service
  1043 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [rx1_worker]
  1042 system       20   0 2.0G 6.1M 5.3M S  0.0   0.0   0:00.23 vendor.vivo.hardware.sectee@1.0-service
  1041 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [rx0_worker]
  1040 system       20   0 2.1G  10M 9.4M S  0.0   0.1   0:40.21 vendor.mediatek.hardware.pq@2.2-service
  1039 system       20   0 2.0G 4.3M 4.3M S  0.0   0.0   0:00.01 vendor.mediatek.hardware.mmagent@1.0-service
  1036 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [dpmaif_txq3_don]
  1035 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [dpmaif_txq2_don]
  1034 gps          20   0  70M 4.2M 3.7M S  0.0   0.0   0:01.27 mtk_agpsd
  1032 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [dpmaif_txq1_don]
  1031 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [dpmaif_txq0_don]
  1030 system       20   0 8.8M 484K 464K S  0.0   0.0   0:01.07 thermalloadalgod
  1024 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [md1_tx3_worker]
  1023 system       20   0 2.0G 2.7M 2.7M S  0.0   0.0   0:01.33 thermal
  1017 system       20   0 2.0G 2.2M 2.2M S  0.0   0.0   0:00.10 getgameserver
  1015 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [md1_tx2_worker]
  1008 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [md1_tx1_worker]
  1002 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [md1_tx0_worker]
  1000 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [dpmaif_rx_push]
   999 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ccci_dpmaif_rx0]
   996 cameraserver 20   0 2.7G  41M  40M S  0.0   0.5   0:17.90 camerahalserver ASAN_OPTIONS=abort_on_error=1
   988 system       20   0 2.0G 5.6M 5.1M S  0.0   0.0   1:11.73 android.hardware.sensors@2.0-service-mediatek
   982 mediacodec   20   0  62M  13M  10M S  0.0   0.1   0:03.69 media.codec hw/android.hardware.media.omx@1.0-service
   979 wifi         20   0 2.0G 6.4M 5.9M S  0.0   0.0   0:07.49 wificond
   977 system       20   0 2.0G 4.9M 4.5M S  0.0   0.0   0:00.01 vivoperfservice
   972 cameraserver 20   0  27M 6.5M 5.6M S  0.0   0.0   0:00.04 vivocameraserver
   969 root         20   0  14M 1.4M 1.2M S  0.0   0.0   0:00.01 vendor.vivo.hardware.nativecamera.provider@1.0-service
   959 root         20   0  16M 1.4M 1.2M S  0.0   0.0   0:00.01 vendor.vivo.hardware.camera.cameralog@1.0-service
   953 root         30  10 2.0G 6.0M 4.5M S  0.0   0.0   0:01.94 storaged
   949 shell        20   0 2.0G 3.5M 3.5M S  0.0   0.0   0:00.07 netdiag
   945 system       20   0 2.0G 3.6M 3.3M S  0.0   0.0   0:13.13 mobile_log_d
   933 mediacodec   20   0 2.1G 9.1M 8.9M S  0.0   0.1   0:00.06 media.vivocodec avivocodec
   932 media        20   0  70M  16M  15M S  0.0   0.2   0:00.86 mediaserver
   927 media        20   0 2.2G 5.4M 5.1M S  0.0   0.0   0:00.20 media.metrics diametrics
   924 mediaex      20   0 2.1G  25M  23M S  0.0   0.3   0:00.36 media.extractor aextractor
   920 keystore     20   0 2.0G 8.7M 7.9M S  0.0   0.1   0:00.42 keystore /data/misc/keystore
   917 root         20   0 2.1G 5.9M 4.6M S  0.0   0.0   0:03.00 installd
   915 system       20   0  59M  16M  16M S  0.0   0.2   0:00.23 vtservice
   907 system       20   0 2.0G 2.5M 2.5M S  0.0   0.0   0:00.01 thermald
   895 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
   890 incidentd    20   0 2.0G 5.0M 4.7M S  0.0   0.0   0:00.01 incidentd
   883 drm          20   0  58M  16M  16M S  0.0   0.2   0:00.08 drmserver
   881 shell        20   0  10M 212K 212K S  0.0   0.0   0:00.16 connsyslogger
   867 cameraserver 20   0  56M  19M  16M S  0.0   0.2   0:02.59 cameraserver
   865 root         20   0 2.1G 2.9M 2.6M S  0.0   0.0   0:00.20 vdtf
   864 root         20   0 2.1G 9.2M 8.3M S  0.0   0.1   0:05.71 vivo_daemon
   860 shell        20   0 2.1G 2.7M 2.7M S  0.0   0.0   0:00.01 lbs_dbg
   859 gps          20   0  41M 7.7M 5.6M S  0.0   0.1   0:14.83 mnld
   858 root         20   0 2.0G 2.9M 2.6M S  0.0   0.0   0:00.11 dr
   855 system       20   0 2.0G 3.8M 3.8M S  0.0   0.0   0:00.01 vendor.vivo.secure_element@1.0-service
   853 root         20   0 2.0G 3.1M 3.0M S  0.0   0.0   0:00.28 slad
   850 nfc          20   0 2.0G 5.5M 5.5M S  0.0   0.0   0:00.07 android.hardware.nfc@1.2-service
   849 system       20   0 2.2G 7.8M 7.8M S  0.0   0.1   0:00.12 android.hardware.neuralnetworks@1.3-service-mtk-neuron
   841 nobody       20   0 2.0G 3.3M 3.2M S  0.0   0.0   0:00.15 traced
   840 nobody       20   0 2.0G 3.0M 3.0M S  0.0   0.0   0:00.13 traced_probes
   836 system       20   0 2.1G  21M  21M S  0.0   0.2   0:00.04 dcdiming
   805 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [sub_conninfra_t]
   804 root         20   0    0    0    0 S  0.0   0.0   0:01.11 [sub_wifi_thrd]
   803 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [sub_gps_thrd]
   802 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [sub_fm_thrd]
   801 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [sub_bt_thrd]
   800 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [conninfra_cb]
   799 root         20   0    0    0    0 S  0.0   0.0   0:04.85 [conninfra_cored]
   795 system       20   0 2.0G 4.6M 4.6M S  0.0   0.0   0:00.17 gbe
