2023-04-17 23-20-35 top info:
Tasks: 781 total,   1 running, 780 sleeping,   0 stopped,   0 zombie
  Mem:  7703324K total,  7114480K used,   588844K free,   5079040 buffers
 Swap:  4194304K total,         0 used,  4194304K free,  2623824K cached
800%cpu 130%user   0%nice 212%sys 458%idle   0%iow   0%irq   0%sirq   0%host
   PID USER         PR  NI VIRT  RES  SHR S[%CPU] %MEM     TIME+ ARGS
 30692 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 30631 u0_a154      20   0 5.5G 117M 102M S  0.0   1.5   0:03.86 com.vivo.gallery
 30484 u0_a174      20   0 5.5G 153M 129M S  0.0   2.0   0:01.42 com.google.android.gms.unstable
 30115 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [sugov:7]
 29380 root         20   0    0    0    0 I  0.0   0.0   0:06.20 [kworker/0:0]
 28980 u0_a55       20   0 5.1G  96M  82M S  0.0   1.2   0:02.19 android.process.acore
 28959 u0_a74       20   0 5.2G 101M  90M S  0.0   1.3   0:00.93 com.android.mms:smartsms
 28904 u0_a74       20   0 5.4G 113M 104M S  0.0   1.5   0:01.47 com.android.mms
 28013 root         20   0    0    0    0 I  0.0   0.0   0:03.33 [kworker/u16:5]
 27996 root         20   0    0    0    0 I  0.0   0.0   0:02.51 [kworker/1:2]
 27114 u0_a53       20   0 5.0G  75M  66M S  0.0   0.9   0:00.44 com.android.providers.calendar
 26607 system       20   0 5.2G  84M  78M S  0.0   1.1   0:00.44 com.android.bbklog
 25110 root         20   0    0    0    0 I  0.0   0.0   0:08.54 [kworker/u16:9]
 22808 root         20   0    0    0    0 I  0.0   0.0   0:09.23 [kworker/3:2]
 22463 u0_a99       20   0 5.3G 101M  86M S  0.0   1.3   0:04.07 com.vivo.aiservice
 22178 u0_a222      20   0 5.2G  84M  72M S  0.0   1.1   0:01.28 com.vivo.widgetweather
 21556 system       20   0 5.4G 111M  98M S  0.0   1.4   0:02.38 com.vivo.aiengine:persona
 21194 u0_a214      20   0 5.1G  83M  76M S  0.0   1.1   0:00.78 com.vivo.game:reserve
 20983 u0_a174      20   0 5.2G 107M 100M S  0.0   1.4   0:00.81 com.google.android.gms.ui
 20896 system       20   0 5.1G  77M  69M S  0.0   1.0   0:00.24 com.android.keychain
 20575 u0_a130      20   0 5.3G 103M  88M S  0.0   1.3   0:03.73 com.vivo.weather.provider
 19738 root         20   0    0    0    0 I  0.0   0.0   0:08.09 [kworker/u16:6]
 19663 u0_a264      20   0 6.0G 131M 118M S  0.0   1.7   0:04.69 com.xunmeng.pinduoduo:lifecycle
 18987 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 18855 root         20   0    0    0    0 I  0.0   0.0   0:00.09 [kworker/7:2]
 17104 root          0 -20    0    0    0 I  0.0   0.0   0:00.84 [kworker/1:2H]
 16352 root         20   0    0    0    0 I  0.0   0.0   0:08.96 [kworker/u16:4]
 16340 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [fs_suspend_syss]
 15390 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 15358 u0_a106      20   0 5.4G 130M 124M S  0.0   1.7   0:03.91 com.vivo.secime.service
 15291 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 13443 u0_a148      20   0 5.3G  84M  75M S  0.0   1.1   0:00.52 com.vivo.familycare.local
 11229 u0_a116      20   0 5.1G  67M  61M S  0.0   0.8   0:00.25 com.tencent.soter.soterserver
 10082 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
  9985 u0_i9001     20   0  10G 110M 100M S  0.0   1.4   0:03.03 com.vivo.browser:vivo_sandboxed_process0:org.chromium.content.app.VivoSandboxedProcessService0:0
  9930 u0_a177      20   0 1.4G  75M  66M S  0.0   0.9   0:00.55 com.google.android.webview:webview_service
  8879 system       20   0 2.0G 3.2M 2.5M S  0.0   0.0   0:00.08 wifi_dump
  8875 system       20   0 2.0G 3.3M 2.6M S  0.0   0.0   0:00.08 bt_dump
  8771 u0_a264      20   0 6.3G 136M 114M S  0.0   1.8   0:56.71 com.xunmeng.pinduoduo:titan
  8753 u0_a365      20   0 7.1G 143M 117M S  0.0   1.8   0:31.73 com.tencent.mm
  8699 u0_a365      20   0 7.3G 135M 112M S  0.0   1.7   0:37.85 com.tencent.mm:push
  8441 system       20   0 5.1G  78M  73M S  0.0   1.0   0:00.66 com.vivo.contentcatcher
  8298 system       20   0 5.1G  90M  81M S  0.0   1.1   0:03.82 com.vivo.contentcatcher:persist
  8118 system       20   0 5.0G  75M  71M S  0.0   0.9   0:00.19 com.vivo.audiofx
  7630 u0_a173      20   0 5.8G 112M  96M S  0.0   1.4   0:07.06 com.android.vending
  7565 u0_a67       20   0 5.5G 152M 137M S  0.0   2.0   0:21.27 com.android.permissioncontroller
  7269 system       20   0 5.0G  72M  67M S  0.0   0.9   0:00.16 com.iqoo.powersaving:daemon
  7218 bluetooth    20   0 5.5G 100M  88M S  0.0   1.3   0:03.12 com.android.vivo.tws.vivotws
  7139 system       20   0 5.2G  85M  78M S  0.0   1.1   0:00.28 com.vivo.voicewakeup
  6649 u0_a88       20   0 5.4G  96M  86M S  0.0   1.2   0:04.95 com.vivo.safecenter
  6629 u0_a103      20   0 6.0G 116M  96M S  0.0   1.5   0:19.69 com.iqoo.secure:remote
  6341 u0_a83       20   0 5.9G 233M 194M S  0.0   3.0   0:26.06 com.sohu.inputmethod.sogou.vivo
  6089 radio        20   0 5.4G 103M  92M S  0.0   1.3   0:02.95 com.vivo.devicereg
  5626 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
  5385 u0_a71       16  -4 7.6G 181M 164M S  0.0   2.4   0:22.97 com.vivo.browser
  4986 u0_a174      20   0 6.0G 159M 134M S  0.0   2.1   0:36.10 com.google.android.gms
  4829 u0_a174      20   0 5.2G  88M  77M S  0.0   1.1   0:05.08 com.google.process.gservices
  4715 u0_a72       20   0 5.3G 102M  86M S  0.0   1.3   0:07.52 com.amap.android.location
  4634 system       20   0 5.7G 107M  92M S  0.0   1.4   0:06.11 com.vivo.connbase
  4604 nfc          20   0 5.6G 154M 138M S  0.0   2.0   0:03.50 com.android.nfc
  4564 u0_a0        20   0 5.4G 110M  97M S  0.0   1.4   0:10.26 com.android.providers.media.module
  4409 system       20   0 2.0G 3.1M 2.5M S  0.0   0.0   0:00.11 batterywarning
  4403 root         20   0 2.0G 4.5M 3.7M S  0.0   0.0   0:00.12 atcid_vendor -socket
  4255 u0_a100      20   0 5.6G 106M  95M S  0.0   1.4   0:02.33 com.vivo.magazine
  4216 radio        20   0 5.1G  69M  65M S  0.0   0.9   0:00.12 com.volte.config
  4138 radio        20   0 5.4G  88M  81M S  0.0   1.1   0:01.01 com.mediatek.ims
  4113 u0_a174      20   0 5.7G 151M 125M S  0.0   2.0   0:20.46 com.google.android.gms.persistent
  4051 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
  4029 u0_a141      20   0 5.6G  96M  86M S  0.0   1.2   0:04.16 com.bbk.updater
  3701 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
  3592 u0_a141      20   0 5.1G  90M  84M S  0.0   1.2   0:00.70 com.bbk.updater:remote
  3485 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
  3413 system       20   0 5.1G  79M  71M S  0.0   1.0   0:00.19 com.vivo.doubleinstance
  3193 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [workqueue_task]
  3192 root         20   0    0    0    0 S  0.0   0.0   0:00.13 [bt_tx_ps]
  3189 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [dpidle_task]
  3102 system       20   0 5.3G 100M  87M S  0.0   1.3   0:01.23 com.vivo.gamecube:daemon
  3059 u0_a187      20   0 5.1G 116M 107M S  0.0   1.5   0:02.07 android.ext.services
  2984 system       20   0 5.1G  77M  70M S  0.0   1.0   0:00.22 com.vivo.smartunlock
  2952 system       20   0 5.8G  96M  84M S  0.0   1.2   0:32.03 com.vivo.sps:rms
  2878 radio        20   0 6.3G 130M 108M S  0.0   1.7   0:44.91 com.android.phone
  2835 system       20   0 5.4G  99M  84M S  0.0   1.3   0:03.67 com.vivo.gamewatch
  2772 secure_element 20 0 5.0G  67M  63M S  0.0   0.8   0:00.10 com.android.se
  2735 system       20   0 5.3G 131M 111M S  0.0   1.7   0:02.17 com.vivo.globalanimation
  2704 system       20   0 6.0G 122M 103M S  0.0   1.6   0:14.12 com.vivo.daemonService
  2659 system       20   0 6.3G 138M 109M S  0.0   1.8   2:06.49 com.vivo.aiengine
  2625 u0_a155      20   0 5.7G 119M  96M S  0.0   1.5   0:12.57 com.vivo.pushservice
  2593 system       20   0 5.4G  93M  81M S  0.0   1.2   0:02.33 com.vivo.epm
  2475 system       20   0 5.6G 111M  97M S  0.0   1.4   0:06.41 com.vivo.smartmultiwindow
  2474 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
  2434 system       20   0 5.0G  84M  76M S  0.0   1.1   0:01.81 com.vivo.fingerprintui:fingerprintui_public
  2390 system       20   0 5.7G 124M 100M S  0.0   1.6   0:32.40 com.vivo.pem
  2313 webview_zygote 20 0 1.8G  31M  29M S  0.0   0.4   0:00.17 webview_zygote
  2294 u0_a194      20   0 5.5G 147M 132M S  0.0   1.9   0:03.80 com.vivo.livewallpaper.ocean
  2240 system       20   0 5.3G  98M  85M S  0.0   1.3   0:01.71 com.vivo.vms
  2198 system       20   0 5.4G  89M  80M S  0.0   1.1   0:04.57 com.vivo.fingerprintui
  2098 u0_a142      20   0 5.6G  99M  86M S  0.0   1.3   0:08.82 com.bbk.iqoo.logsystem
  2010 u0_a62       20   0 7.4G 318M 239M S  0.0   4.2   4:14.18 com.android.systemui
  1966 bluetooth    20   0 6.0G 107M  99M S  0.0   1.4   0:07.92 com.android.bluetooth
  1933 system       20   0 6.9G 122M 102M S  0.0   1.6   0:22.88 com.vivo.abe
  1888 system       20   0 5.2G  81M  75M S  0.0   1.0   0:00.34 com.vivo.faceui
  1882 system       20   0 5.6G 100M  85M S  0.0   1.3   0:46.68 com.vivo.sps
  1881 wifi         20   0 2.0G  12M  11M S  0.0   0.1   0:02.60 wpa_supplicant -O/data/vendor/wifi/wpa/sockets -dd -g@android:wpa_wlan0
  1876 root         10 -10    0    0    0 S  0.0   0.0   0:59.32 [rx_thread]
  1875 root         10 -10    0    0    0 S  0.0   0.0   1:28.23 [hif_thread]
  1874 root         10 -10    0    0    0 S  0.0   0.0   1:13.93 [main_thread]
  1858 wifi         20   0 2.0G 6.7M 6.4M S  0.0   0.0   0:03.48 android.hardware.wifi@1.0-service-lazy
  1628 root         RT   0    0    0    0 S  0.0   0.0   0:00.07 [tcpc_event_type]
  1456 radio        20   0 3.3G  14M  13M S  0.0   0.1   0:07.57 mtkfusionrild -l libmtk-ril.so
  1382 radio        20   0  39M 836K 836K S  0.0   0.0   0:03.93 gsm0710muxd -s /dev/ttyC0 -f 512 -n 8 -m basic
  1380 shell        20   0 2.1G 3.3M 3.3M S  0.0   0.0   0:00.41 emdlogger1
  1347 root         20   0    0    0    0 S  0.0   0.0   0:00.03 [rpmb_gp_Dci]
  1255 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
  1208 root         30  10    0    0    0 S  0.0   0.0   1:08.87 [zram0_wbd]
  1205 root         20   0    0    0    0 S  0.0   0.0   0:00.74 [file-storage]
  1204 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [wlan_rst_thread]
  1188 root         20   0    0    0    0 S  0.0   0.0   0:00.14 [mtk_wland_threa]
  1187 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [rx15_worker]
  1186 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [rx14_worker]
  1185 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [rx13_worker]
  1184 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [rx12_worker]
  1183 root         RT   0    0    0    0 S  0.0   0.0   0:00.24 [irq/468-gps_dma]
  1182 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [irq/467-gps_mb1]
  1172 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [rx11_worker]
  1171 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [irq/466-gps_nd1]
  1170 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [irq/465-gps_da1]
  1169 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [irq/464-gps_mb0]
  1167 root         RT   0    0    0    0 S  0.0   0.0   0:00.05 [irq/463-gps_nd0]
  1163 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [rx10_worker]
  1161 root         RT   0    0    0    0 S  0.0   0.0   0:00.09 [irq/462-gps_da0]
  1158 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [irq/27-gf]
  1154 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [rx9_worker]
  1153 root         20   0    0    0    0 S  0.0   0.0   0:00.52 [gps_kctrld]
  1151 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [rx8_worker]
  1142 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [fm_eint_wq]
  1139 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [fm_timer_wq]
  1134 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [rx7_worker]
  1084 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [rx6_worker]
  1083 system       20   0 2.1G 7.0M 6.8M S  0.0   0.0   0:00.18 vendor.vivo.hardware.biometrics.fingerprint@3.0-service
  1079 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [rx5_worker]
  1078 system       20   0 2.0G 6.1M 6.1M S  0.0   0.0   0:00.05 vendor.vivo.hardware.biometrics.face@2.0-service
  1076 system       20   0 2.0G 3.5M 3.5M S  0.0   0.0   0:00.02 netdagent
  1068 system       20   0 2.0G 6.7M 6.3M S  0.0   0.0   0:00.07 gatekeeperd /data/misc/gatekeeper
  1063 credstore    20   0 2.0G 7.2M 6.7M S  0.0   0.0   0:00.05 credstore /data/misc/credstore
  1059 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [rx4_worker]
  1054 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [rx3_worker]
  1053 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [rx2_worker]
  1051 mediacodec   20   0 2.2G  15M  15M S  0.0   0.2   0:00.44 media.swcodec oid.media.swcodec/bin/mediaswcodec
  1050 wifi         20   0 2.0G 2.4M 2.4M S  0.0   0.0   0:00.09 wlan_assistant
  1047 media        20   0  22M 5.3M 4.1M S  0.0   0.0   0:01.69 vpud -f
  1044 system       20   0 2.0G 4.4M 4.4M S  0.0   0.0   0:00.06 vendor.vivo.hardware.tam@1.0-service
  1043 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [rx1_worker]
  1042 system       20   0 2.0G 6.1M 5.3M S  0.0   0.0   0:00.23 vendor.vivo.hardware.sectee@1.0-service
  1041 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [rx0_worker]
  1040 system       20   0 2.1G  10M 9.4M S  0.0   0.1   0:35.06 vendor.mediatek.hardware.pq@2.2-service
  1039 system       20   0 2.0G 4.3M 4.3M S  0.0   0.0   0:00.01 vendor.mediatek.hardware.mmagent@1.0-service
  1036 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [dpmaif_txq3_don]
  1035 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [dpmaif_txq2_don]
  1034 gps          20   0  70M 4.3M 3.7M S  0.0   0.0   0:01.06 mtk_agpsd
  1032 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [dpmaif_txq1_don]
  1031 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [dpmaif_txq0_don]
  1030 system       20   0 8.8M 484K 464K S  0.0   0.0   0:00.99 thermalloadalgod
  1024 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [md1_tx3_worker]
  1023 system       20   0 2.0G 2.7M 2.7M S  0.0   0.0   0:01.18 thermal
  1017 system       20   0 2.0G 2.2M 2.2M S  0.0   0.0   0:00.09 getgameserver
  1015 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [md1_tx2_worker]
  1008 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [md1_tx1_worker]
  1002 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [md1_tx0_worker]
  1000 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [dpmaif_rx_push]
   999 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ccci_dpmaif_rx0]
   996 cameraserver 20   0 2.7G  41M  40M S  0.0   0.5   0:17.77 camerahalserver ASAN_OPTIONS=abort_on_error=1
   982 mediacodec   20   0  62M  13M  10M S  0.0   0.1   0:03.60 media.codec hw/android.hardware.media.omx@1.0-service
   979 wifi         20   0 2.0G 6.3M 5.9M S  0.0   0.0   0:06.49 wificond
   977 system       20   0 2.0G 4.9M 4.5M S  0.0   0.0   0:00.01 vivoperfservice
   972 cameraserver 20   0  26M 6.5M 5.6M S  0.0   0.0   0:00.04 vivocameraserver
   969 root         20   0  14M 1.4M 1.2M S  0.0   0.0   0:00.01 vendor.vivo.hardware.nativecamera.provider@1.0-service
   959 root         20   0  16M 1.4M 1.2M S  0.0   0.0   0:00.01 vendor.vivo.hardware.camera.cameralog@1.0-service
   953 root         30  10 2.0G 6.0M 4.5M S  0.0   0.0   0:01.93 storaged
   949 shell        20   0 2.0G 3.5M 3.5M S  0.0   0.0   0:00.07 netdiag
   945 system       20   0 2.0G 3.6M 3.3M S  0.0   0.0   0:13.13 mobile_log_d
   933 mediacodec   20   0 2.1G 9.1M 8.9M S  0.0   0.1   0:00.06 media.vivocodec avivocodec
   932 media        20   0  70M  16M  15M S  0.0   0.2   0:00.84 mediaserver
   927 media        20   0 2.2G 5.1M 5.1M S  0.0   0.0   0:00.18 media.metrics diametrics
   924 mediaex      20   0 2.1G  25M  23M S  0.0   0.3   0:00.36 media.extractor aextractor
   920 keystore     20   0 2.0G 8.7M 7.9M S  0.0   0.1   0:00.42 keystore /data/misc/keystore
   917 root         20   0 2.1G 5.9M 4.6M S  0.0   0.0   0:03.00 installd
   915 system       20   0  59M  16M  16M S  0.0   0.2   0:00.22 vtservice
   907 system       20   0 2.0G 2.5M 2.5M S  0.0   0.0   0:00.00 thermald
   895 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
   890 incidentd    20   0 2.0G 5.0M 4.7M S  0.0   0.0   0:00.01 incidentd
   883 drm          20   0  58M  16M  16M S  0.0   0.2   0:00.08 drmserver
   881 shell        20   0  10M 212K 212K S  0.0   0.0   0:00.16 connsyslogger
   867 cameraserver 20   0  56M  19M  16M S  0.0   0.2   0:02.57 cameraserver
   865 root         20   0 2.1G 2.9M 2.6M S  0.0   0.0   0:00.20 vdtf
   864 root         20   0 2.1G 9.2M 8.3M S  0.0   0.1   0:05.13 vivo_daemon
   860 shell        20   0 2.1G 2.7M 2.7M S  0.0   0.0   0:00.01 lbs_dbg
   859 gps          20   0  41M 7.7M 5.6M S  0.0   0.1   0:08.71 mnld
   858 root         20   0 2.0G 2.9M 2.6M S  0.0   0.0   0:00.10 dr
   855 system       20   0 2.0G 3.8M 3.8M S  0.0   0.0   0:00.01 vendor.vivo.secure_element@1.0-service
   853 root         20   0 2.0G 3.1M 3.0M S  0.0   0.0   0:00.27 slad
   850 nfc          20   0 2.0G 5.5M 5.5M S  0.0   0.0   0:00.07 android.hardware.nfc@1.2-service
   849 system       20   0 2.2G 7.8M 7.8M S  0.0   0.1   0:00.12 android.hardware.neuralnetworks@1.3-service-mtk-neuron
   841 nobody       20   0 2.0G 3.3M 3.2M S  0.0   0.0   0:00.15 traced
   840 nobody       20   0 2.0G 3.0M 3.0M S  0.0   0.0   0:00.13 traced_probes
   836 system       20   0 2.1G  21M  21M S  0.0   0.2   0:00.04 dcdiming
   805 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [sub_conninfra_t]
   804 root         20   0    0    0    0 S  0.0   0.0   0:01.11 [sub_wifi_thrd]
   803 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [sub_gps_thrd]
   802 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [sub_fm_thrd]
   801 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [sub_bt_thrd]
   800 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [conninfra_cb]
   799 root         20   0    0    0    0 S  0.0   0.0   0:04.53 [conninfra_cored]
   795 system       20   0 2.0G 4.6M 4.6M S  0.0   0.0   0:00.16 gbe
   730 system        0 -20 2.1G 2.9M 2.9M S  0.0   0.0   0:01.41 mcDriverDaemon --P1 /mnt/vendor/persist/mcRegistry -r /vendor/app/mcRegistry/06090000000000000000000000000000.drbin -r /vendor/app/mcRegistry/020f0000000000000000000000000000.drbin -r /vendor/app/mcRegistry/05120000000000000000000000000000.drbin -r /vendor/app/mcRegistry/05120000000000000000000000000001.drbin -r /vendor/app/mcRegistry/020b0000000000000000000000000000.drbin -r /vendor/app/mcRegistry/05070000000000000000000000000000.drbin -r /vendor/app/mcRegistry/030b0000000000000000000000000000.drbin -r /vendor/app/mcRegistry/030d0000000000000000000000000000.drbin -r /vendor/app/mcRegistry/03100000000000000000000000000000.drbin -r /vendor/app/mcRegistry/030c0000000000000000000000000000.drbin -r /vendor/app/mcRegistry/40188311faf343488db888ad39496f9a.drbin -r /vendor/app/mcRegistry/070c0000000000000000000000000000.drbin -r /vendor/app/mcRegistry/090b0000000000000000000000000000.drbin -r /vendor/app/mcRegistry/0f5eed3c3b5a47afacca69a84bf0efad.drbin -r /vendor/app/mcRegistry/07060000000000000000000000007169.drbin -r /vendor/app/mcRegistry/4be4f7dc1f2c11e5b5f7727283247c7f.drbin -r /vendor/app/mcRegistry/08070000000000000000000000008270.drbin -r /vendor/app/mcRegistry/09080000000000000000000000009381.drbin -r /vendor/app/mcRegistry/07070000000000000000000000000000.drbin -r /vendor/app/mcRegistry/07407000000000000000000000000000.drbin -r /vendor/app/mcRegistry/9073f03a9618383bb1856eb3f990babd.drbin -r /vendor/app/mcRegistry/5020170115e016302017012521300000.drbin -r /vendor/app/mcRegistry/16605000000000000000000000000000.drbin
   727 radio        20   0  10M 1.3M 1.3M S  0.0   0.0   0:00.17 ccci_rpcd 0
   722 system       20   0  14M 1.6M 1.6M S  0.0   0.0   0:00.26 ccci_mdinit 0
   720 radio         0 -20  13M 1.4M 1.4M S  0.0   0.0   0:01.06 ccci_fsd 0
   715 gpu_service  20   0 2.0G 6.1M 5.7M S  0.0   0.0   0:00.01 gpuservice
   708 audioserver  20   0 2.4G  24M  21M S  0.0   0.3   0:03.67 audioserver
   707 system       20   0 2.0G 5.1M 4.7M S  0.0   0.0   0:00.02 android.hardware.vibrator-service.mediatek
   706 root         20   0 2.0G 8.9M 7.9M S  0.0   0.1   0:01.48 vendor.vivo.hardware.vperf@1.0-service
   704 system       20   0 2.0G 3.5M 3.5M S  0.0   0.0   0:00.01 vendor.vivo.hardware.vpad_bbkts@1.0-service
   702 system       20   0 2.0G 3.6M 3.6M S  0.0   0.0   0:00.01 vendor.vivo.hardware.vdtf@1.0-service
   697 system       20   0 2.0G 3.8M 3.7M S  0.0   0.0   0:00.02 vendor.vivo.hardware.vcustom@1.0-service
   694 system       20   0 2.0G 3.5M 3.5M S  0.0   0.0   0:00.00 vendor.vivo.hardware.vcode@1.0-service
   689 system       20   0 2.0G 4.1M 3.9M S  0.0   0.0   0:01.06 vendor.vivo.hardware.sensorfactory@1.0-service
   686 system       20   0 2.0G 3.6M 3.6M S  0.0   0.0   0:00.01 vendor.vivo.hardware.omnipotentservice@1.0-service
   679 system       20   0 2.0G 4.2M 4.2M S  0.0   0.0   0:00.00 vendor.vivo.hardware.lcmctl@1.0-service
   677 system       20   0 2.0G 4.4M 4.0M S  0.0   0.0   0:00.01 vendor.vivo.hardware.fido@1.0-service
   676 system       20   0 2.0G 4.3M 4.3M S  0.0   0.0   0:00.00 vendor.vivo.hardware.esepowermanager@1.0-service
   673 system       20   0 2.0G 4.0M 3.9M S  0.0   0.0   0:00.00 vendor.vivo.hardware.eid@1.0-service
   669 system       20   0 2.0G 3.7M 3.7M S  0.0   0.0   0:00.00 vendor.vivo.hardware.dualleds@1.0-service
   666 system       20   0 2.0G 4.1M 3.8M S  0.0   0.0   0:00.13 vendor.vivo.hardware.configstore@1.0-service
   665 system       20   0 2.0G 3.5M 3.5M S  0.0   0.0   0:00.02 vendor.vivo.hardware.capacity_key@1.0-service
   664 system       20   0 3.1G  40M  37M S  0.0   0.5   0:03.07 vendor.vivo.hardware.camera3rd.provider@1.0-service
   660 system       20   0 2.0G 3.8M 3.8M S  0.0   0.0   0:00.28 vendor.vivo.hardware.bbkts@1.0-service
   659 system       20   0 2.0G 3.6M 3.6M S  0.0   0.0   0:00.00 vendor.trustonic.tee@1.1-service
   657 system       20   0 2.0G 4.2M 4.2M S  0.0   0.0   0:00.01 vendor.mediatek.hardware.vpu@1.0-service
   656 root         20   0 2.0G 5.0M 4.6M S  0.0   0.0   0:00.01 vendor.mediatek.hardware.nvram@1.1-service
   654 system       20   0 2.1G 7.7M 6.0M S  0.0   0.1   0:05.74 vendor.mediatek.hardware.mtkpower@1.0-service
   652 system       20   0 2.0G 6.1M 6.1M S  0.0   0.0   0:00.01 vendor.mediatek.hardware.gpu@1.0-service
   651 root         20   0 2.0G 5.9M 5.4M S  0.0   0.0   0:00.69 vendor.factory.hardware.vivoem@1.0-service
   650 root         20   0 2.0G 7.1M 6.5M S  0.0   0.0   0:00.01 vendor.aftersale.hardware.vivoasem@1.0-service
   648 system       20   0 2.0G 4.4M 4.3M S  0.0   0.0   0:01.48 android.hardware.lights-service.mediatek
   647 system       20   0 2.1G 4.2M 4.1M S  0.0   0.0   0:00.08 lbs_hidl_service
   646 system       20   0  15M 1.0M 1.0M S  0.0   0.0   0:00.00 vtservice_hidl
   643 root         20   0 2.0G 4.2M 3.8M S  0.0   0.0   0:00.12 android.hardware.usb@1.1-service-mediatek
   642 system       20   0 2.0G 3.9M 3.8M S  0.0   0.0   0:00.16 android.hardware.thermal@2.0-service.mtk
   640 secure_element 20 0 2.1G  10M  10M S  0.0   0.1   0:00.02 android.hardware.secure_element@1.2-service-mediatek
   638 system       20   0 2.0G 3.7M 3.7M S  0.0   0.0   0:03.91 android.hardware.memtrack@1.0-service
   637 system       20   0 2.0G 4.5M 4.2M S  0.0   0.0   0:02.52 android.hardware.health@2.1-service
   633 system       20   0 2.1G 6.8M 6.3M S  0.0   0.0   0:01.69 android.hardware.graphics.allocator@4.0-service-mediatek
   632 system       20   0 2.0G 7.3M 6.8M S  0.0   0.0   0:01.71 android.hardware.gnss@2.1-service-mediatek
   630 system       20   0 2.0G 3.8M 3.8M S  0.0   0.0   0:00.00 android.hardware.gatekeeper@1.0-service
   629 media        20   0  19M 6.8M 6.0M S  0.0   0.0   0:00.10 android.hardware.drm@1.3-service.widevine
   625 media        20   0 2.0G 5.6M 5.6M S  0.0   0.0   0:00.02 android.hardware.drm@1.3-service.clearkey
   624 media        20   0  14M 1.7M 1.7M S  0.0   0.0   0:00.01 android.hardware.cas@1.2-service
   623 bluetooth    20   0 2.1G 3.8M 3.8M S  0.0   0.0   0:00.60 android.hardware.bluetooth@1.0-service-mediatek
   622 audioserver  20   0  82M 8.9M 7.4M S  0.0   0.1   0:03.20 android.hardware.audio.service.mediatek
   621 root         20   0 2.0G 3.7M 3.5M S  0.0   0.0   0:00.05 vendor.factory.hardware.vivoatcmd@1.0-service
